"Rank","","Player Id","Player GSIS","Player College GSIS","Player Sportradar Id","Name","","Team","#","POS","S","OFF","OFF%","Run","Pass","RBLK","PBLK","OFF GRD","PASS GRD","REC GRD","RUSH GRD","PBLK GRD","RBLK GRD","KEY","PEN"
"","","131907","","391495","","Myles Murao","san-diego-state-aztecs","S DIEGO ST","53","G","2024","111","0.0009","0","0","50","61","65.1","","","","86.2","59.6","33","2-0"
"","","134899","","351998","","Mathyus Su'a","unlv-rebels","UNLV","78","G","2024","667","0.0057","0","0","359","308","68","","","","69.8","67.5","144","2-1"
"","","139100","","353418","","Jack Culbreath","wyoming-cowboys","WYOMING","S41","P","2024","1","0","0","0","1","0","60","","","","","60","0","0-0"
"","","139372","","406678","","Timothy Conerly","unlv-rebels","UNLV","08","WR","2024","23","0.0002","2","6","15","0","85.8","","75.4","77.2","","58.2","3","0-0"
"","","141266","","353489","","Nick Floyd","utah-state-aggies","UTAH ST","24","HB","2024","7","0.0001","5","0","2","0","74.5","","","71.6","","60","3","0-0"
"","","142259","","353317","","Tyler Pastula","san-diego-state-aztecs","S DIEGO ST","S13","P","2024","9","0.0001","1","4","3","1","69.3","71.6","","60","63.8","60","3","0-0"
"","","142392","","354906","","Mitchell Bothwell","boise-state-broncos","BOISE ST","87","TE","2024","9","0.0001","0","1","8","0","54.4","","59","","","56.1","3","0-0"
"","","143059","","354746","","Matthew Sluka","unlv-rebels","UNLV","03","QB","2024","171","0.0015","32","65","74","0","76.3","59.2","54.3","81.8","","60","68","0-0"
"","","143759","","358819","","Nate Bennett","san-diego-state-aztecs","S DIEGO ST","11","WR","2024","515","0.0044","0","297","218","0","64.8","","64.2","","","65.9","43","1-1"
"","","144011","","396173","","Trey Andersen","utah-state-aggies","UTAH ST","57","T","2024","184","0.0016","0","0","77","107","54.1","","","","39.4","59.1","38","1-0"
"","","144016","","361517","","Jaden Bradley","unlv-rebels","UNLV","23","WR","2024","292","0.0025","1","136","155","0","61.8","","62","63.5","","49.7","20","1-0"
"","","144255","","361053","","Raylen Sharpe","fresno-state-bulldogs","FRESNO ST","11","WR","2024","490","0.0042","2","338","150","0","72.6","85.3","71.3","58.1","","68.1","70","0-0"
"","","144361","","363173","","Dylan Goffney","colorado-state-rams","COLO STATE","05","WR","2024","57","0.0005","0","41","16","0","56.7","","58.5","","","47.1","10","0-0"
"","","144459","","384830","","Cole Joyce","utah-state-aggies","UTAH ST","D20","LB","2024","1","0","0","0","0","1","60","","","","63.8","","0","0-0"
"","","144541","","366998","","Eli Sanders","new-mexico-lobos","NEW MEXICO","06","HB","2024","460","0.0039","150","188","71","51","77.5","","48.9","84.1","73.3","61.9","95","0-0"
"","","144587","","391409","","Kingsley Ugwu","fresno-state-bulldogs","FRESNO ST","76","T","2024","207","0.0018","0","0","108","99","69","","","","38.9","77.5","53","1-1"
"","","144727","","385875","","Casey Cain","unlv-rebels","UNLV","01","WR","2024","294","0.0025","1","136","156","1","61","","60","63.2","61.9","59.1","26","1-0"
"","","145666","","361715","","Jack Hasz","unlv-rebels","UNLV","65","C","2024","905","0.0077","0","0","488","417","65.6","","","","78.2","59.6","143","2-1"
"","","145740","","359825","","Kyle Moretti","san-diego-state-aztecs","S DIEGO ST","D44","LB","2024","2","0","0","0","2","0","60","","","","","59","1","0-0"
"","","145902","","359745","","Ben Lisk","unlv-rebels","UNLV","S36","LS","2024","1","0","0","0","1","0","60","","","","","60","1","0-0"
